geneSymbol	Early malignant epithelial cell	Endothelial cell	Enteroendocrine	GMC	Goblet cell	MSC	PC	PMC	Premalignant epithelial cell	Stromal cell
DBR1	7.066482101	9.492329864	6.159832327	44.08261881	14.82387978	17.93271645	11.80049274	10.02264609	3.691642858	10.32054367
FAM3D	109.7031406	29.50890131	7.868761673	284.5424689	203.2425643	8.485434751	67.4751005	46.31909728	102.6500624	9.658544631
TMEM45A	0.308597794	17.35846687	5.141155592	27.86091028	13.30975894	0	0.722278644	2.388971405	0.706183271	63.71833656
CTSF	0.704621712	21.57689796	23.00558398	27.82697231	2.968600685	0	2.528188912	2.666054185	0.875751157	46.13002769
LRIG1	9.723964551	3.222428727	15.12313393	27.52133163	15.00536539	0	12.94176082	9.826479073	4.125064158	4.128855922
BNIP3	0.061926148	20.78885425	22.25449151	18.82868128	4.005448596	0	0.934280886	1.603108993	0.698576929	37.8470051
GNG7	0.616146563	23.24413638	7.286023557	17.01708115	0.436415689	0	3.409253704	4.642456822	5.823141704	11.98152388
PDZK1IP1	105.4110983	19.40571249	19.39957096	179.3551907	36.88378628	33.57222449	46.76654016	89.70094645	39.11355042	4.257582943
CEP85L	0.621012763	23.4156757	11.99748548	30.99566395	8.996137734	4.242717376	15.52667749	17.87374756	0.199001174	40.17839718
GOLM1	191.4323852	62.59674329	87.0449054	614.927166	100.0179536	343.4753028	219.742952	267.0199031	211.0405082	48.39038639
TNFAIP8	16.37400589	8.346029285	3.295573985	67.8854712	22.16008972	40.72629778	21.19157272	28.90519346	7.329090742	19.42007026
THBS1	3.039295675	64.21642838	1.701404271	58.19919685	0.481278987	22.79358133	4.480567766	2.035477584	0.545150647	170.7750165
EPHB3	11.24218821	11.0764278	19.06450128	41.35734271	28.14527504	15.63950804	24.79933924	13.85474249	4.553238726	9.105626795
PLEKHS1	6.147603091	0	0.594100401	13.82421165	0.593170161	4.242717376	5.145476659	2.698371938	4.006728417	0.349479802
ANKRD37	16.33523094	38.37466442	19.51994911	82.0501714	35.47409371	67.10089049	17.24545613	21.38410366	14.16313139	23.42670562
RHOBTB1	3.041733143	8.690268554	1.312836877	11.53555125	1.789613583	0	4.757473911	6.778208378	4.04038921	10.11522013
MMP7	31.11958366	0.091365854	1.894570076	76.58357742	0.716587141	363.8126552	4.298255271	8.037707773	1.265403943	0.615701893
HLA-DRB5	0.040590109	307.0796251	12.78577292	90.93484622	9.390814261	40.72629778	28.99430747	49.32918191	15.73828903	12.3180823
GLUL	70.54041942	139.5468206	187.1787988	467.8976861	162.6874024	354.9007571	156.3642907	224.0658473	121.7101286	230.9861962
ZBTB10	0.971249691	28.82795953	21.26748871	26.58920006	7.343210433	68.77672702	4.737869036	5.345667939	5.797870412	9.754903318
PLEKHG2	0.42047487	18.81684067	6.800592732	8.900594945	3.225720527	0	4.07654401	3.422101074	15.32717559	18.99455859
TESC	85.51125833	63.09068351	39.73121711	273.1962475	22.92941424	108.2402613	148.6011695	324.242041	87.06514669	45.27489026
PHYHD1	0.291425693	8.670222698	0.844565503	24.37466043	4.561188175	29.32950711	8.853850004	11.66381007	1.931101819	27.20092291
LRG1	2.978402472	53.31880819	6.398297122	36.55873427	4.294835887	40.10815027	25.01902973	18.77748801	7.170546734	2.512570048
SLC39A8	8.152343221	6.122788791	3.194513329	28.25093481	8.396041154	0	10.30576457	4.29502841	1.853626449	3.624515798
REG1A	5558.866767	371.1668213	2528.981817	9418.902114	2815.039566	694.4539235	1769.059101	313.0507186	1238.266382	114.878956
FAM46C	10.70924661	11.95090261	15.66332509	50.47573332	15.40281813	173.3387153	13.11979309	14.13047671	5.119267943	16.84433939
FGGY	10.18343036	6.259170108	9.46931426	29.96534463	12.35960873	40.72629778	10.43165913	6.358237846	2.385718901	16.46649562
CYB5D1	5.28288009	17.59032336	7.719998015	33.57864691	5.552854728	0	19.37959493	10.02105407	3.146040661	6.733483422
LINC00982	1.390328773	2.256509874	10.71392257	7.159373898	0.309659084	0	3.581784262	6.177437286	9.364356042	0.633961035
PPP1R3B	2.684725224	37.41668258	2.903764138	10.30652085	0.612128682	0	4.030293932	7.578289305	4.829730298	3.466062824
MFSD4	0.579720392	9.417158134	2.578500219	8.745304135	15.93873449	0	9.708924771	10.57430637	1.134557416	2.993261348
HLA-DPB1	3.721895168	487.4087726	9.781673639	132.9129232	11.53585576	27.0362987	43.35280998	82.52766669	18.17166754	39.78369559
PDIA5	10.80016821	21.44181433	9.758976666	30.37584472	22.69347005	0	17.240281	19.80662232	9.184377147	30.88591807
ARHGEF28	3.314235448	3.831415641	18.25977658	28.54190485	20.30750716	17.93271645	11.82185318	18.94475471	2.033579621	0.551277821
AC116366.6	1.056577765	21.44208228	2.623889282	10.77097189	4.431335174	0	3.563790329	3.153380548	0.65887991	47.28831284
SEZ6L2	22.79269043	5.335967954	162.5339669	89.76085044	32.89774252	40.72629778	15.54891506	17.0904711	34.10638357	5.191427124
KIAA1683	0.289343724	17.41499232	10.24694892	12.49601375	10.13562318	0	4.588188583	5.866391535	1.11615508	9.660486936
ST6GAL1	3.53334123	21.07337701	14.43889831	15.13878935	8.437655839	8.485434751	3.531047813	2.444011009	3.993934614	2.365505308
NUCB2	20.29330175	93.83815124	79.77411812	199.8568796	82.36021364	11.39679066	47.24797343	50.8987498	55.45426397	128.993094
NTN4	0.655687647	44.8435241	16.42216572	30.378029	19.728239	4.242717376	6.557891499	8.251754898	1.516462514	48.77738923
SLC12A2	153.3132719	50.17286337	32.43752688	293.183124	124.8342667	265.5800986	91.78495613	97.22488974	86.64293938	29.07361495
IFI6	31.14759511	312.9131663	241.3954355	210.1372968	117.4161473	97.76175906	28.90817285	43.74598384	33.6183029	102.7145241
CXCL1	200.27186	30.86510656	56.86257414	207.088364	24.69774695	4.242717376	58.36149393	57.73772847	25.54861922	176.8427845
CCL20	135.2006562	13.66687782	13.44536826	232.1671694	27.30461338	148.1582786	119.4970657	101.357008	32.44385964	11.6056643
FAM129A	3.802874781	13.02019521	1.060992375	19.95949743	3.701791767	8.485434751	4.512504094	2.277918173	1.314799722	19.05661401
MTURN	4.726263104	11.80299053	21.16113064	24.29994129	25.57477823	22.17543382	12.73040521	9.201169082	1.436480277	12.52810254
C10ORF11	3.365767832	30.57338671	8.24830953	16.98805777	7.036874407	17.93271645	7.224695297	4.792508785	0.610964342	11.37867215
NUPR1	10.61495436	8.010544436	4.369828682	94.09314113	11.97724307	0	35.51740535	58.21806275	17.87151506	322.5179498
HLA-DQB1	0.640613596	124.4780868	16.92257263	48.12099613	8.540791264	0	30.1994446	38.72757959	11.94280614	6.049538139
WIPI1	3.051787489	15.08439641	14.94115883	19.86241329	24.75175148	0	4.330112727	6.165974674	4.813992565	25.83935153
GPC4	3.051940994	1.555135418	2.054896042	17.33858728	1.492903011	17.93271645	6.727086996	4.747918018	3.224640774	34.15313231
SHANK2	1.887464424	0.091365854	2.18040353	14.45812544	1.485713524	11.39679066	2.916323837	6.160471631	2.384806445	4.065554772
YAP1	22.3654947	7.506081898	3.227268127	53.38251267	7.265785648	22.17543382	28.35017887	22.70516132	28.74507988	30.34159921
CCP110	6.067691362	5.295896993	13.19863362	24.25669524	26.27251005	26.4181512	17.59904205	5.664491334	5.152886953	9.568973747
RP11-16E12.2	2.143512971	1.535055159	3.198274704	9.808406587	6.750751521	0	7.375743226	10.54188339	3.13539597	0.361874483
HDAC9	0.083262186	12.98881754	10.05270144	17.31172249	0	17.93271645	13.71513561	19.18508633	6.060001286	3.692625455
TMEM52	12.36432363	2.63190623	0.679296562	13.99532291	0.945082606	0	6.415942586	5.721988535	2.467696411	0.252261717
CISH	6.018884841	2.63520727	1.167485329	8.434890967	1.367820096	0	4.121777915	3.976240551	2.466232368	8.008733505
ARHGEF37	3.807764654	6.199543856	2.895086306	12.32855975	1.574929885	0	4.983361523	6.733660173	2.51163695	5.877538278
DRAM1	1.612186623	16.27691258	2.08301035	17.51806728	0.552156724	29.32950711	9.645792064	6.642101197	1.773526413	20.16501566
SLC25A44	6.520936325	23.6907347	15.30278117	28.55609128	7.1233878	0	18.69826635	13.47420082	8.676493909	25.92527536
SLPI	74.87695198	38.09614421	116.913599	416.6276792	40.80158451	190.0710964	210.0621087	355.4237968	246.8966986	32.03248711
RP11-328M4.2	4.401695739	0	4.010324542	8.468930095	3.888669049	55.70409982	3.699500712	7.070404091	1.352799779	0.149508052
TFPT	11.64887086	46.75837087	42.08426587	62.95922115	32.75655922	22.17543382	20.83140218	21.76413753	28.44574703	12.96041503
KIAA1324	59.32754807	7.654076102	196.0765466	218.4202148	219.3938969	69.09395794	80.24635809	70.81147309	54.15814199	6.825631829
NFKBIZ	33.05554426	150.3472223	26.0688756	97.8115145	10.4602587	77.88030928	37.1082892	41.55744695	38.77069103	125.6085086
MECOM	31.09899499	71.15371654	12.67667432	73.59161818	11.12724688	22.17543382	49.87100956	53.37725744	17.43036234	6.261166136
BACE2	36.20072204	36.30645502	41.65173039	127.2306475	72.43495632	19.88222541	90.82248621	114.9451455	42.54281758	15.70069488
PDLIM4	10.05599504	94.61710951	56.78758385	37.93097629	8.207196268	17.93271645	7.281905261	7.046643035	2.803280727	53.53607728
C2ORF70	3.522431117	0.589761742	4.931070329	8.384337088	6.949567211	0	9.711990987	11.08638094	2.189601445	0.508232744
CYTIP	3.88736317	2.440827339	10.65631151	24.31497111	13.68587867	17.93271645	13.48644311	15.17377633	3.040942345	4.521076463
RASSF5	1.264022929	2.281670962	4.309613728	10.18239599	1.838321238	0	6.172853815	6.122246305	0.809050994	3.203024103
TCEA3	43.52797565	20.17800774	16.01864321	171.8986099	111.4282192	22.79358133	74.5014568	82.83335835	36.62102246	18.3741894
TCF21	0.061926148	1.603524733	0.322280558	0.127895703	0	0	0.618894274	0.653986019	0.25198506	246.9615549
CCL11	0	1.080271274	1.219458719	0.922095993	0	4.242717376	0.88542851	1.965673167	3.033320785	949.108261
MFAP4	0.040590109	5.150995018	1.648237154	1.652232684	0	0	1.411166199	2.64217825	1.832960604	972.5959319
LUM	0.104598225	18.06838368	5.460544044	4.595825058	5.183175893	4.242717376	3.225144713	7.41671701	6.032868411	4387.640816
APOE	0.227417577	7.932466535	1.560893308	0.720512993	0	0	1.291485727	1.326891778	0.409077767	375.3380359
SERPINF1	0.370523942	9.539380446	1.280816209	0.755257371	0.930407713	0	0.991102273	1.476359992	0.636335899	602.3257829
DCN	0.208163507	41.14651349	4.422604	3.067643025	0.553587185	22.17543382	4.626456639	4.901906119	17.65765359	2973.476387
CXCL14	0.208163507	68.92695926	9.931770156	9.736907519	32.45156612	58.04086672	15.40756975	14.67351258	22.0678129	6207.903156
PTN	0	12.05658008	0.044877128	2.374579376	3.571185301	0	0.151677004	0.971427463	0.248021006	421.8195595
C1S	0.042672078	19.24458784	1.449934876	2.39585728	0.283511077	0	1.348612495	2.475516075	1.726775948	907.9769214
MEG3	0.021336039	2.216804812	4.461609374	0.458225833	0	0	1.010459425	0.398480951	0.503675249	256.0535898
VCAN	0.208163507	6.519723627	0.3873344	0.205999406	0.138039181	0	1.063724639	0.752420219	0.086144105	308.9180302
DPT	0	6.122977015	0.891144244	2.904297125	0	11.39679066	3.207866054	2.030952063	0.59017446	365.9858862
PCOLCE	0.332015802	8.662198623	1.401803277	0.680136028	0	0	2.088961948	1.240229174	0.786323837	330.8902788
COL3A1	0.021336039	29.41358854	2.294126309	1.239701351	3.425713405	17.93271645	5.211739896	2.691202643	3.094509333	1530.128852
COL1A2	0	22.14963357	1.530594421	0.922177594	0	4.242717376	3.832298887	1.509383486	1.007294562	1036.860685
POSTN	0	66.17169687	2.866820527	1.870929372	0	4.242717376	4.030470281	4.042200366	1.651201152	1675.583275
MMP2	0.021336039	19.51918723	4.151137586	0.862182978	2.384529175	0	1.671498624	1.28654637	1.31307837	443.0054006
NSG1	0.021336039	3.62199078	4.652927468	1.250677522	0	0	1.010191701	0.798695059	0.6881878	206.0819507
AGT	0.271122598	3.628202034	5.937536259	0.295891295	0.858099516	4.242717376	0.976996399	0.506765884	0.544515748	776.8424561
EDNRB	0	11.95717831	0.729123279	0.220797932	0	0	0.203743003	0.650688162	0.141957797	162.9023896
COL6A2	0	44.92291394	1.501676258	1.033428915	3.120074836	4.242717376	2.274286834	2.595531985	0.711485992	986.4072045
COL1A1	1.930870925	15.08866079	1.382751257	6.75993163	1.348861575	0	13.78660992	4.918174799	0.535683798	726.7673266
APOD	0.042672078	90.69243882	2.144060918	1.773424211	0.436415689	4.242717376	2.240048835	2.844514504	1.243341967	657.9217326
IGFBP5	0.040590109	6.129216459	58.34478651	1.31754242	0.427073809	4.242717376	2.494633201	1.406971033	5.960046952	1432.64882
FXYD1	0.189942381	3.578514827	0.542765992	0.918556565	0	0	1.444527474	4.624160969	0.272013542	197.1834636
C1R	0.227417577	22.39847394	3.339806894	7.00101009	4.446586215	11.39679066	1.155543636	3.033009588	0.998317534	730.4809859
COL5A1	0	9.865143582	0.921141874	0.585471972	0	0	0.585181893	0.386990679	0.011586555	150.410988
LSP1	0.145188334	5.827664484	3.368115858	1.533635619	7.291935589	0	2.531856787	4.067608238	2.164352329	291.1485549
CTSK	0.751110965	6.579846018	0.861175317	0.48883411	0.857244014	0	4.077512695	1.313255458	15.35765148	232.8129476
PDGFRA	0	12.5115932	1.924515131	1.07545286	0.145471896	17.93271645	1.251922657	1.77745049	1.97420784	276.714366
FENDRR	0	13.88796388	0.385852102	0.096813022	0	0	0.41515127	0.413203931	0.548273819	199.1737585
AEBP1	0.021336039	10.28797868	0.758032473	0.203277456	0.171619903	0	0.199956275	0.609489511	0.936762014	134.5486694
TGFBI	4.212116202	9.099254633	1.047651737	0.411162746	7.445672609	0	2.829210376	0.722450261	0.383164992	254.8950076
SGCE	0.121770326	10.70854886	5.465593062	0.527999213	3.695789512	0	0.492906431	0.673071168	0	184.8487923
PTGS1	0.288996961	14.45862993	0.592325412	7.277609168	0	0	0.39051958	0.60258728	0.336320569	265.4760735
PTGDS	0.085344155	85.51043979	1.08476932	2.970714189	0.138039181	0	3.68139367	0.676464764	1.028034289	453.0408119
ACTA2	0.92785927	56.90855145	3.450542398	2.349424019	0.441696011	16.9708695	2.138837624	3.024081738	1.220282037	2526.577056
THY1	0	36.64408105	0.337348615	0.158978384	0	0	2.608947089	0.352710723	0.269812886	449.4590184
EFEMP2	0.186827468	18.82758853	0.242775434	1.134970839	3.597333308	0	0.120543681	0.537879211	0.648466476	187.648921
COL6A1	5.616857907	24.07998348	3.888131024	3.246817364	0.915785511	4.242717376	1.747321957	1.994939763	2.830529413	484.0307499
SDC2	0	14.59304886	22.9820055	7.647297502	3.854696378	4.242717376	3.279875658	2.394246994	1.103370909	467.068469
FRZB	0	44.24038646	1.65881007	0.931302445	7.339617043	0	0.509647834	1.039139231	0.392917312	748.7718033
CYGB	0.021336039	10.38053919	0.235382504	0.394951863	0	8.485434751	0.358781463	0.497431485	1.14709678	153.1706938
OLFML3	1.59295598	4.212641545	41.35190929	0.243204049	6.555406904	0	0.442152799	0.51838325	0.35400694	171.2388397
C11ORF96	0.288996961	31.96301781	1.326129994	0.313091774	0	0	0.564948805	1.29818543	0.475003733	208.7045952
TAGLN	2.831495013	35.09795355	4.391745312	9.508650278	15.01610298	21.21358688	5.825858132	14.62149262	4.239042629	2510.674073
RARRES2	1.604899037	23.79016245	12.58478587	96.20968221	5.937855932	59.9468172	22.6111387	23.7999629	42.22987911	1157.925533
EFEMP1	0	23.17889584	0.129608697	9.814558702	0	0	0.24392423	0.359700774	0.069507138	151.5998085
MFGE8	1.578898792	51.81787785	8.681790365	1.342754008	20.61703385	0	3.250300531	2.789498377	1.34910137	1129.250591
LGALS1	5.001404871	690.0849584	15.22017988	14.48173825	1.838626941	42.05765924	12.23284117	18.47119109	12.4795352	4298.205118
FKBP10	0	26.71069983	0.260191312	1.93403083	0.604695967	0	0.191858231	0.631741699	0.351176247	143.4395366
MYL9	3.713922791	125.5843887	2.385324347	27.74232135	5.382980255	15.63950804	2.457963384	4.36682099	0.960664877	1889.011046
CLEC11A	0	3.984851739	10.70252208	4.675135468	3.991455234	0	1.01630169	0.880897022	0.763826595	152.1945663
BMP4	28.38776052	17.26132392	7.702946165	1.729141101	4.442554312	0	1.659922362	1.625818689	1.077535352	419.2244899
SERPING1	0.268007685	155.5397283	2.298505295	10.80194042	0.727359481	11.39679066	1.125705238	2.891716564	1.171446572	706.0381965
CALD1	0.414245044	383.3215277	7.807958028	3.659386651	0.313995403	8.485434751	4.202109824	4.218235222	1.78812541	2419.49787
PLAT	0.145188334	345.0237402	1.611890782	1.262017712	0.283511077	0	1.571870856	2.377767858	17.5226648	1135.07215
FHL1	1.763983708	52.81815172	0.814155074	2.345869662	0.91459828	4.242717376	5.731166059	2.915549043	1.151671295	524.1802569
PPP1R14A	0	72.18915496	0.466630268	0.36467404	0	4.242717376	1.596323454	0.900806165	0.512758285	534.1695457
CFD	98.49776987	2.449199444	4.862188756	4.669503117	6.001118208	4.242717376	12.5943641	8.291005434	13.0868953	1023.32461
DKK3	0.085344155	2.903289477	1.20479818	2.21762423	0.145471896	15.63950804	1.825920432	5.258173338	0.29469439	230.7725109
SPON2	7.974206964	12.09593275	29.21224169	3.582592729	124.9644169	0	2.786356372	3.480735256	9.331685253	684.4744181
PTCH1	2.337813692	5.57097974	7.748117042	2.447500198	1.271361557	0	4.175225332	1.144645222	0.08072226	98.14297587
EDIL3	0	18.5735183	0.245427875	0.142997978	0	22.17543382	0.080362454	0.366569717	0.289272546	143.3268604
SOD3	0	8.647256195	2.568319506	16.68103367	1.018303274	12.72815213	1.306000162	0.481640165	0.762427105	207.9267312
CFH	0.021336039	69.63700091	3.694067795	5.433554815	0	0	0.612077792	3.00809558	0.56175253	235.7471675
RGS5	11.7003157	346.158703	5.425658043	16.94084377	4.329782573	60.97803771	33.97699391	23.82712579	2.453810758	3809.149507
CCL2	0	829.032505	6.181666987	5.467964803	4.167411456	53.79814934	5.188592832	5.249796686	3.743034456	1723.541482
PLAC9	0.081180217	65.43354658	3.196299629	0.573273769	3.563752586	4.242717376	0.119593821	0.811330095	0.085123571	264.0418462
CRISPLD2	1.879508128	17.64387877	3.813876356	8.367024029	6.085762743	15.63950804	8.72474351	7.052272414	2.404313019	283.478271
MYLK	0.121770326	53.37472231	0.313643443	0.19489445	0.138039181	0	0.267659098	0.560580035	1.994022031	299.3103932
LAMA4	0.523693388	75.47088116	1.362153981	0.128529906	0	0	0.324286684	0.448056386	2.481555768	164.5961226
IGFBP6	1.742987087	205.2291839	3.720329587	2.226278774	0.587167907	11.39679066	0.500582016	2.013966246	1.097783694	618.8946774
LHFP	0.040590109	76.17733757	0.186879017	0.623964037	0.270076107	59.32944533	0.080362454	0.747042037	0.37812957	312.9502471
AKAP12	0.787190372	42.61651268	17.75028571	0.277390802	0	0	0.159775048	0.426323957	0.629295028	117.4153919
ADH1B	1.999543248	1.892978473	3.668759847	9.596802171	1.736211215	0	13.42670555	15.20930917	9.270457333	106.8707896
VASN	0.202950544	3.009202249	0.549275723	17.30004393	0.156997702	0	3.440280547	4.242536344	1.767299904	90.169036
NOVA1	0	0.972913776	18.4484351	0.575837285	0	0	0.371183315	0.355397133	0.005421845	71.13690798
F2R	1.46664279	67.68229614	1.762693289	0.264808614	18.45624494	0	0.739061199	0.728529491	0.877225827	191.9051092
RGS10	17.26108343	23.64536389	5.029995241	25.14086922	9.914433806	0	16.55263946	14.50502523	9.799275481	372.1139379
MXRA5	4.422846356	6.082739593	1.001912948	0.538914498	0	4.242717376	0.363518052	0.500165921	0.843788174	75.57270261
SOX6	2.064253626	0.780423627	6.499871274	1.056262868	0.961702473	0	2.533316718	0.701266218	3.862087619	70.52418071
FXYD6	0.128016233	61.75048737	4.719131231	0.237412541	0	0	0.240137502	0.659408929	0.030424177	120.0904065
PDLIM3	0.021336039	64.64585856	0.230178482	3.840517721	0.138039181	0	0.120543681	1.044632139	1.709656989	152.1725089
S100A4	45.11470676	146.8066337	19.89298352	18.35431178	16.60378584	12.72815213	25.85969974	31.3073848	40.93324918	1270.836793
RCAN2	0.021336039	30.60442522	6.989514331	0.660850419	0.145471896	0	0.159775048	0.374216629	0.013415778	114.8645097
ACP5	5.691218644	5.820730412	6.328340708	28.0780873	1.132135145	29.32950711	4.472513077	8.166183764	3.579883469	154.537329
TGFB1I1	4.956246836	51.81343525	5.85583365	9.284119021	5.698278831	0	3.896366865	1.744879677	0.472771743	258.7888496
GLIPR2	0.556302384	2.814316603	0.931463558	1.269577484	15.67288052	0	4.68645467	8.522453093	15.60146771	68.91369313
GPX3	4.39585243	55.95976802	220.6885423	11.37210425	13.56685321	4.242717376	7.140487708	20.09948431	6.796519015	717.9474418
TPM2	115.0648461	17.01602222	5.799167144	12.08814684	4.993649749	0	6.623266159	10.02944048	22.95903827	1206.84694
PDGFD	0.040590109	54.06276237	1.501150193	1.272712468	0	4.242717376	2.990385979	0.50768863	0.234233795	95.99368172
CPM	5.786658044	10.31402922	16.76025125	0.826159064	3.585362989	4.242717376	1.930649305	1.438115473	8.876982464	107.2372226
GYPC	0.021336039	84.49274025	1.406044142	0.844317148	1.343581253	0	2.636971329	2.152811844	1.617493551	123.8370913
FSTL1	0.021336039	94.00835631	0.417110698	0.925225374	0.138039181	22.79358133	0	0.393324654	0.944338693	191.4095966
IGFBP3	3.351371227	275.8291654	32.76760855	5.840916783	6.185812308	0	2.538375793	2.646270911	6.904962955	274.9509543
LTBP1	4.742564747	29.48879634	0.453393977	1.993827196	2.002751655	27.0362987	9.035513241	8.908543399	2.286662974	207.7991063
CSRP2	0.405901087	149.9422553	0.807923418	15.26055354	15.28491099	0	2.759338704	1.957601763	0.171810889	419.1992461
MAFB	2.226251217	32.42264939	17.0362592	10.92456897	6.561911544	17.93271645	6.091997663	3.371406205	17.68993356	73.79659654
FILIP1L	3.105732524	28.51625825	4.516369721	10.98498715	5.406967378	4.242717376	7.806037956	5.107811844	4.131053629	164.156584
NNMT	0.040590109	243.3374727	7.768832812	51.49797072	0	0	0.948238928	2.155811789	0.704593615	323.7894075
PTGER2	4.600353656	1.257309572	8.068588416	9.127359722	1.02024397	4.242717376	9.87592742	12.54172992	1.424752559	92.30543084
SSBP2	0.351269872	17.24704795	12.31278715	3.357275757	0	0	6.053702948	5.84391597	0.91879764	95.64117229
PID1	5.851157693	1.849020212	1.512603041	2.052764438	4.138207456	0	2.842389269	5.172477066	2.206526116	46.32202707
PGF	7.694764734	34.52891865	5.433121474	0.526369205	2.283221186	0	4.930086242	0.773228477	1.068842919	142.0736326
ARHGAP6	1.162225015	2.41219993	1.107259529	0.782407202	6.101588743	0	4.306900495	6.242809105	1.878023093	37.34346015
GEM	48.98244235	33.9170063	52.7558424	31.66654573	18.40985458	19.88222541	28.76386715	21.5293896	21.83355957	526.2480665
PLAU	19.99897648	59.7833045	15.89260429	2.051316059	16.88924454	12.72815213	6.598258722	3.120367101	3.637821381	358.6526062
C2	4.922274214	11.08724586	8.981196453	11.04440002	3.32891226	0	4.124609704	1.428797551	4.018232752	120.4405739
ECM1	36.02005158	11.5158417	0.814363455	0.715584919	5.932528423	11.39679066	1.055776909	4.39159645	3.858109038	155.7759998
CXCR4	4.740659709	35.40747467	6.236577856	11.86182359	6.281215681	0	6.475144475	5.128840289	18.48940035	81.42785622
CXCL12	0	106.1338379	1.064354529	0.321479683	0.156997702	0	0.240137502	0.485622084	0.011215122	76.98210046
TMEM176B	116.4489405	92.56127695	218.0777779	28.48692662	138.4677091	22.79358133	25.72181272	16.07317237	55.84157757	931.9133029
RGS16	14.77182373	106.2621355	32.96730283	6.493343699	65.44152378	4.242717376	7.740481496	4.943061867	6.208957407	466.4021792
CYR61	36.66824564	141.0880543	4.789894026	136.5609973	6.935926834	57.69716728	11.61451427	15.28099762	6.495329556	679.836853
COL18A1	4.185913964	102.5916737	7.948331234	10.82401149	0.779655495	73.63681627	1.114543844	1.242385777	0.446365829	335.4386092
FERMT2	0.248753615	69.80288455	5.413740101	3.374409493	0	0	0.447741158	0.535527588	0.011215122	123.3000516
A1BG	0.042672078	9.482370341	14.3998965	1.181890328	0.433076064	17.93271645	0.160724908	0.938328034	0.391682185	88.42900206
LTBP4	30.00040562	24.58533194	8.193660875	12.86518861	11.78292518	17.93271645	22.03747619	19.38727092	14.74249846	265.0954438
SCPEP1	8.893948596	43.90543496	29.01671474	15.71056014	4.551961362	19.88222541	7.743243503	9.544840899	7.376994295	233.5625184
EHD2	0.83576894	75.26631384	0.808895917	1.342232851	0	4.242717376	3.225518491	7.706997687	2.58749179	163.297608
SSPN	4.414534316	1.692487691	5.834696076	4.660578183	2.154531509	0	4.125579883	1.710134418	4.898303377	51.79822574
PROCR	26.00971271	31.56808051	9.774142805	0.549539658	2.076164087	0	5.001983007	1.93939974	5.681713016	147.5708823
TSPAN4	3.019703577	198.6136287	3.592750633	2.767685159	1.635712278	4.242717376	4.023913881	4.802075655	2.3680824	212.063288
PLTP	7.986521109	7.502656955	4.001487147	31.28553708	1.783846803	39.14630333	7.826744223	4.144275699	1.375810239	96.41962001
TBXAS1	1.833002794	3.530955244	7.660879966	8.739315502	9.423185929	0	8.141190499	6.37288543	7.473872448	77.87549314
EMP3	17.78620288	182.1187572	17.02145448	8.204046807	25.10832744	42.05765924	13.17727553	11.14851611	3.904614369	323.7906082
VIM	2.086631344	2013.920349	17.60430342	59.51534586	4.636568487	478.6065856	16.42085699	15.42515808	22.59028251	2344.668282
FKBP7	5.927181926	23.69546397	9.960922749	7.687545951	11.99367657	0	2.699788172	2.292802687	0.870091754	79.84103051
COX7A1	0.021336039	309.7386457	0.453167793	0.225977131	0	0	1.603988717	0.601824702	0.032624833	286.2076566
RBP1	2.494452161	58.6619032	132.3272158	10.20708821	10.33427631	56.98395332	4.730323759	1.95501477	1.067067169	289.0868163
FGFR1	0	26.49163742	26.75368324	0.59173916	7.831286182	0	0.826515812	0.354377995	0.063420443	54.11826199
ANXA6	2.66407512	23.34071378	30.74832649	22.83842367	0.462563696	22.17543382	2.292110944	1.771185803	0.419628038	171.8465119
ARL4D	3.597333265	32.40897907	5.602984235	11.62075524	1.489997152	0	2.295468373	1.775009254	0.248554054	46.64831663
PDE5A	4.20585446	0.605578277	7.613749852	0.8406438	2.232975529	0	2.370996518	1.230170443	3.481148717	65.36266102
KANK2	6.305485232	15.89739857	4.252154929	2.462341663	1.3239008	17.93271645	9.047005105	12.24300243	2.704991258	134.8294644
MAGEH1	0	33.51601692	12.96114355	11.36017906	0	0	2.491649071	4.026420375	0.602135352	57.33445124
LAMB1	4.54533478	33.57193078	10.21522671	3.109217657	4.898109923	0	4.280234086	3.283540234	3.801349035	64.56473679
IL1R1	0.147270303	117.3199689	5.574036307	4.811079711	0.290943793	0	1.634916566	2.685529209	0.656465998	75.2948774
FAM92A1	9.595092551	7.691946494	9.970510266	6.138809154	8.027369656	0	3.201618083	3.280102129	0.846710613	70.83645528
ANGPTL4	1.873407236	11.53762186	2.194863741	4.765327483	5.200013568	50.84401058	5.462418027	6.184725573	33.44311354	102.3041343
RP11-14N7.2	12.90606856	13.23305577	25.33892432	9.801860225	16.87855254	4.242717376	11.60287728	12.36859037	12.22309372	129.0401218
CTSC	60.43879457	169.7118338	30.74585748	27.72750389	60.03285819	77.87953365	66.10447833	41.59899602	82.94412265	664.1395331
SPRY1	12.71680338	327.3690252	3.862504017	16.00252365	5.078482565	11.39679066	12.44536283	8.056137634	35.27424962	270.6389842
ZC2HC1A	1.813071279	14.57508424	11.23274676	5.748184651	8.827370999	0	4.281803324	3.076763897	1.04709055	59.09417488
GADD45G	32.91157703	50.45076205	109.2867346	37.41967212	27.57229243	0	17.1001935	19.05825501	11.36793296	267.9666522
